ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total
2279,311001002908,BOGOTÁ D.C.,BOGOTÁ D.C.,INST NSTRA SRA DEL AMPARO,Privado,A,11,10,3215,264,33,7.640.706.539,5.585.021.973,0,333.5,326,377.5,65.05,66.13,87.88,73.02
2280,254206000041,CONVENCIÓN,NORTE DE SANTANDER,INST TECNICO AGRICOLA,Oficial,A,23,23,6472,236,21,755.511.713,5.796.269.417,7.749.260.426,298.5,303,300,56.88,70.34,91.83,73.01
2281,241791000332,TARQUI,HUILA,IE QUITURO,Oficial,A,29,27,3441,262,31,59.967.103,7.259.148.121,658.705.616,314,350,358,64.20,66.14,88.69,73.01
2282,311001102619,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC BILING ROMULO GALLEGOS,Privado,A,46,46,2564,271,39,7.677.482.605,6.156.229.973,6.472.700.119,331,333.5,343,63.93,67.69,87.42,73.01
2283,152001000785,PASTO,NARIÑO,I.E.M. LUIS DELFIN INSUASTY RODRIGUEZ,Oficial,A,345,345,2599,271,45,7.506.392.479,7.351.561.546,6.746.487.141,323.5,319.5,311,61.25,72.01,85.76,73.01
2284,315407000286,VILLA DE LEYVA,BOYACA,COL DULCE CORAZON DE MARIA,Privado,A,21,21,1174,296,37,7.815.135.002,4.619.655.609,6.024.668.694,391.5,330.5,353.5,68.58,61.53,88.89,73.00
2285,105690000322,SANTO DOMINGO,ANTIOQUIA,I. E. TECNICO INDUSTRIAL TOMAS CARRASQUILLA,Oficial,A,43,43,3603,261,42,0,0,0,313.5,310.5,312,59.85,0.00,86.14,72.99
2286,119001001946,POPAYÁN,CAUCA,LA MILAGROSA,Oficial,A,55,54,1875,281,38,7.357.393.265,7.350.040.913,6.041.137.695,316,324,317.5,61.93,69.16,87.87,72.99
2287,215238000412,DUITAMA,BOYACA,INSTITUCION EDUCATIVA AGROINDUSTRIAL FRANCISCO MEDRANO,Oficial,A,18,18,5873,242,45,7.370.613.098,541.865.778,0,315.5,416.5,439.5,70.68,63.95,84.32,72.98
2288,311001094811,BOGOTÁ D.C.,BOGOTÁ D.C.,COL LUIS MARIANO,Privado,A,38,37,3779,259,31,7.837.527.275,7.347.435.951,5.844.576.359,324.5,292,320.5,59.80,70.10,89.03,72.98
2289,317873000906,VILLAMARÍA,CALDAS,COLEGIO VILLA DEL ROSARIO,Privado,A,27,27,1522,289,49,8.092.916.489,7.337.479.591,5.771.113.396,339.5,329.5,297,62.75,70.67,85.50,72.97
2290,105266000941,ENVIGADO,ANTIOQUIA,I.E. JOSE MANUEL RESTREPO VELEZ,Oficial,A,142,133,2020,279,42,7.638.728.142,573.233.366,7.054.330.826,349,342.5,324.5,64.75,68.08,86.09,72.97
2291,311001029521,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC  REYNEL,Privado,A,30,30,2921,267,37,7.693.578.243,5.770.704.269,6.243.057.251,343.5,337,360.5,65.40,65.69,87.83,72.97
2292,419130001450,CAJIBÍO,CAUCA,INSTITUTO TECNICO AGROPECUARIO FORESTAL SMURFIT CARTON DE C.,Privado,A,27,25,1360,292,40,7.611.293.316,5.980.509.281,0,347,0,0,63.90,67.96,87.06,72.97
2293,305266002128,ENVIGADO,ANTIOQUIA,COLEGIO ALCARAVANES,Privado,A,18,17,2182,276,31,8.004.554.749,5.859.119.415,0,298.5,296,334.5,60.25,69.32,89.34,72.97
2294,154871000261,VILLA CARO,NORTE DE SANTANDER,COL NUESTRA SE¿ORA DEL ROSARIO,Oficial,A,24,24,6127,239,32,7.319.901.466,5.550.000.191,7.564.398.289,322,376.5,314.5,62.60,68.11,88.19,72.97
2295,111001107778,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SALUDCOOP SUR (IED),Oficial,A,145,143,2857,268,41,7.633.003.712,7.381.026.745,6.640.697.002,319,316,300.5,60.18,72.18,86.55,72.97
2296,252687000896,SAN LORENZO,NARIÑO,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA SAN GERARDO,Oficial,A,22,21,6197,239,40,7.518.424.034,723.268.795,0,305.5,324.5,333.5,60.13,73.76,85.01,72.96
2297,308758078048,SOLEDAD,ATLANTICO,COLEGIO LICEO NACIONAL,Privado,A,23,22,4830,250,32,0,6.346.983.433,6.530.408.382,299,360.5,417,66.33,64.39,88.16,72.96
2298,311001004196,BOGOTÁ D.C.,BOGOTÁ D.C.,COL WINCHESTER,Privado,A,64,61,3987,258,49,7.568.037.987,6.948.011.398,7.024.145.603,326.5,345,346,63.78,71.80,83.29,72.96
2299,315001002342,TUNJA,BOYACA,LICEO LEON DE GREIFF,Privado,A,10,9,1286,293,27,7.478.896.141,5.797.694.206,5.853.163.719,337,341,316.5,64.38,63.77,90.72,72.95
2300,152378000623,LA CRUZ,NARIÑO,INSTITUCION EDUCATIVA DE BACHILLERATO,Oficial,A,69,61,3429,263,46,8.257.041.931,4.656.438.828,850.494.194,320,347.5,351,64.08,71.39,83.39,72.95
2301,115759000465,SOGAMOSO,BOYACA,INSTITUCION EDUCATIVA MAGDALENA,Oficial,A,55,55,2428,273,41,7.561.124.802,6.642.769.814,567.412.281,337.5,356,346.5,65.65,66.26,86.94,72.95
2302,313244000612,EL CARMEN DE BOLÍVAR,BOLIVAR,CORPORACION EDUCATIVA ANTONIO RICAURTE,Privado,A,29,29,6166,239,38,7.616.479.874,6.079.407.692,7.901.742.935,302,335.5,335,60.58,71.99,86.28,72.95
2303,105376000440,LA CEJA,ANTIOQUIA,I. E. LA PAZ,Oficial,A,172,162,2158,277,42,7.011.023.521,7.213.568.687,6.520.991.325,332.5,334,329,63.63,69.15,86.07,72.95
2304,125473000650,MOSQUERA,CUNDINAMARCA,I.E. ROBERTO VELANDIA,Oficial,A,176,174,1821,282,36,7.534.714.699,7.089.520.931,6.088.704.586,329,308.5,305.5,61.25,69.04,88.55,72.95
2305,252320000083,GUAITARILLA,NARIÑO,INSTITUCION EDUCATIVA SAN ALEJANDRO,Oficial,A,23,23,4003,257,34,780.261.898,5.707.511.425,0,352.5,324,325.5,62.95,67.55,88.32,72.94
2306,168820000011,TONA,SANTANDER,COLEGIO INTEGRADO RAFAEL URIBE URIBE,Oficial,A,26,26,4826,250,31,7.327.872.753,572.533.083,6.405.986.786,326,366,357.5,64.98,64.86,88.97,72.94
2307,154125000166,CÁCOTA,NORTE DE SANTANDER,COL ORTUN VELASCO,Oficial,A,19,19,3902,258,38,7.289.629.936,7.390.189.648,0,288.5,308.5,309.5,58.23,73.40,87.16,72.93
2308,125126000313,CAJICÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL SAN GABRIEL,Oficial,A,144,144,2341,274,38,7.550.648.689,7.350.998.402,587.041.378,319.5,329.5,311.5,61.73,69.24,87.82,72.93
2309,376113000601,BUGALAGRANDE,VALLE,INST ROJAS ORJUELA,Privado,A,10,10,3871,259,51,744.263.649,5.844.749.928,0,321,349.5,446.5,68.80,66.44,83.55,72.93
2310,373001000552,IBAGUÉ,TOLIMA,COL  ADVENTISTA DE IBAGUE,Privado,A,39,38,2285,275,40,7.505.828.857,727.904.129,5.113.301.277,344.5,362,328,65.48,66.33,86.98,72.93
2311,376001013181,CALI,VALLE,COLEGIO ANDINO,Privado,B,24,24,2111,278,52,4.464.183.807,8.472.468.376,0,422,343.5,353.5,69.85,64.68,84.24,72.93
2312,325214000241,COTA,CUNDINAMARCA,GIMNASIO JIREH,Privado,A,31,31,1275,294,42,469.115.448,7.733.075.142,7.637.482.166,343,319.5,331.5,64.40,66.87,87.50,72.92
2313,225269000688,FACATATIVÁ,CUNDINAMARCA,I.E.M EMILIO CIFUENTES,Oficial,A,157,157,1506,289,42,7.614.671.707,5.835.492.134,6.747.916.698,362,324,307.5,64.13,67.33,87.31,72.92
2314,320178001510,CHIRIGUANÁ,CESAR,I.E. AGROP. LUIS FELIPE CENTENO,Oficial,A,11,11,8766,207,26,7.722.337.723,6.916.290.283,6.840.315.342,296.5,304,359,58.33,71.60,88.84,72.92
2315,311001033277,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC  LUTHER KING,Privado,A,61,61,2538,271,35,7.500.119.209,7.388.084.888,4.918.781.757,317.5,329.5,365,64.15,66.02,88.56,72.91
2316,315380000114,LA CAPILLA,BOYACA,I.E. LA CANDELARIA,Oficial,A,36,35,4504,253,39,758.425.045,7.262.229.919,5.474.355.698,338,337.5,365.5,64.70,67.74,86.27,72.90
2317,225053000187,ARBELÁEZ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL ZARAGOZA,Oficial,A,19,19,2160,277,43,7.768.118.382,7.406.979.561,562.198.782,319.5,340.5,319,62.80,69.32,86.56,72.90
2318,305001018839,MEDELLÍN,ANTIOQUIA,INST EDUC MADRE LAURA,Oficial,A,62,62,1333,292,33,7.703.765.392,6.236.141.682,5.841.063.023,324.5,312.5,329,62.90,65.94,89.85,72.89
2319,286885000739,VILLAGARZÓN,PUTUMAYO,I.E.R. PUERTO UMBRIA,Oficial,A,28,28,3224,264,35,7.578.485.966,7.206.645.489,6.453.870.296,319.5,308.5,299,59.55,70.80,88.29,72.88
2320,320001002834,VALLEDUPAR,CESAR,COL. PABLO SEXTO,Privado,A,81,81,2296,275,43,7.663.012.505,749.066.782,5.219.525.814,329,322,358.5,64.23,67.91,86.48,72.87
2321,168432000026,MÁLAGA,SANTANDER,INSTITUTO POLITECNICO MONSE¿OR MANUEL SORZANO GONZALEZ,Oficial,A,23,21,2832,268,37,7.312.167.168,7.112.163.067,5.873.197.556,335.5,333,346,64.13,67.66,86.81,72.87
2322,176001020359,CALI,VALLE,INSTITUCION EDUCATIVA RAFAEL NAVIA VARON,Oficial,A,153,151,2503,272,41,7.505.879.402,5.877.251.625,7.188.967.705,333,321.5,339,63.28,68.57,86.73,72.86
2323,305001024569,MEDELLÍN,ANTIOQUIA,COL CIENCIA Y VIDA,Privado,A,25,25,3957,258,43,7.678.833.008,5.981.570.244,7.694.295.883,323,332,320.5,61.68,71.18,85.71,72.86
2324,215296000058,GÁMEZA,BOYACA,I.E. SAZA,Oficial,A,10,10,6787,233,24,0,0,6.716.455.936,298,347,336.5,60.73,67.16,90.66,72.85
2325,154720000315,SARDINATA,NORTE DE SANTANDER,COL NTRA SRA DE LAS MERCEDES,Oficial,A,53,53,2252,275,36,765.069.437,7.359.178.543,5.801.815.987,326,328,286,60.75,69.37,88.42,72.85
2326,111001100030,BOGOTÁ D.C.,BOGOTÁ D.C.,CENT EDUC DIST LA GIRALDA,Oficial,A,81,77,1960,280,44,758.833.456,7.370.939.255,6.322.752.953,325.5,317.5,314,61.85,70.94,85.75,72.85
2327,341551002944,PITALITO,HUILA,LICEO DON BOSCO,Privado,A,4,3,9185,196,24,0,0,0,314.5,316.5,359.5,59.33,0.00,86.36,72.84
2328,168276000096,FLORIDABLANCA,SANTANDER,INST MADRE DEL BUEN CONSEJO,Oficial,A,87,82,2172,277,46,7.506.237.984,7.273.756.981,6.550.563.335,330.5,319.5,322.5,62.48,71.10,84.94,72.84
2329,168689002968,SAN VICENTE DE CHUCURÍ,SANTANDER,COLEGIO NUESTRA SE¿ORA DE LA PAZ,Oficial,A,82,82,2028,279,46,731.762.886,7.369.205.952,6.827.544.689,310.5,326.5,303,60.95,71.71,85.85,72.84
2330,354001004413,CÚCUTA,NORTE DE SANTANDER,ACADEMIA CIAL DE LOS ANDES,Privado,A,70,70,3276,264,41,7.427.886.009,4.166.176.319,0,343,397.5,475,73.98,57.97,86.56,72.83
2331,376001034171,CALI,VALLE,INSTITUTO REMANSOS DE COMFADI,Privado,A,34,7,5757,243,42,0,6.003.734.589,8.076.375.961,0,433,442,74.53,70.40,73.56,72.83
2332,173001011237,IBAGUÉ,TOLIMA,INST EDUC MUS AMINA MELENDRO  DE PULECIO,Oficial,A,57,57,1558,288,43,7.629.620.552,5.771.123.886,6.619.111.538,349.5,325,332.5,64.75,66.73,87.01,72.83
2333,311102001015,BOGOTÁ D.C.,BOGOTÁ D.C.,INST GUIMARC,Privado,A,55,51,3553,261,35,7.469.648.361,7.677.783.966,5.731.005.669,319.5,308,343,61.58,69.59,87.32,72.83
2334,354810002014,TIBÚ,NORTE DE SANTANDER,INST DIVERSIFICADO DOMINGO SAVIO,Privado,A,21,21,1743,284,42,7.721.608.639,7.461.835.384,5.167.680.264,338,322.5,326,63.53,67.84,87.12,72.83
2335,376892099975,YUMBO,VALLE,COL METROPOLITANO DE YUMBO,Privado,A,5,4,3932,258,40,0,0,0,332,291.5,353.5,61.75,0.00,83.89,72.82
2336,305440000994,MARINILLA,ANTIOQUIA,INSTITUTO REGIONAL COREDI,Privado,A,21,21,1337,292,34,6.139.658.928,748.160.696,6.094.099.045,346,293.5,332,63.18,65.72,89.57,72.82
2337,168755000327,SOCORRO,SANTANDER,COLEGIO AVELINA MORENO,Oficial,A,86,86,1724,284,37,7.484.941.959,7.275.290.489,5.696.153.164,314.5,338,299.5,61.80,68.19,88.47,72.82
2338,305001004404,MEDELLÍN,ANTIOQUIA,COL EUCARISTICO DE LA MILAGROSA,Privado,A,45,45,2933,267,39,7.625.477.314,5.938.013.554,6.673.365.593,348.5,334.5,325,63.75,67.46,87.25,72.82
2339,373001005562,IBAGUÉ,TOLIMA,COL SANTANDER,Privado,A,16,15,2179,276,26,469.986.248,7.471.262.455,0,335.5,316.5,407,66.75,60.86,90.85,72.82
2340,376109008435,BUENAVENTURA,VALLE,TECNOLÓGICO EN INFORMATICA Y COMERCIO DE BUENAVENTURA INCOMEB,Privado,A,16,16,2537,271,35,7.617.226.601,7.151.546.478,5.866.400.719,330.5,312,308.5,61.10,68.78,88.56,72.82
2341,115299000038,GARAGOA,BOYACA,I.E.T. SAN LUIS,Oficial,A,95,93,2888,268,49,7.461.418.152,7.316.256.046,663.559.103,332,331.5,325.5,62.85,71.38,84.22,72.81
2342,376001001337,CALI,VALLE,COLEGIO EL AMPARO,Privado,B,25,25,1942,280,39,7.537.951.946,616.125.679,6.466.089.249,321.5,338,329.5,63.45,67.22,87.77,72.81
2343,283460000931,MILÁN,CAQUETA,I.E.R. ILUSION MATICURU,Privado,A,6,6,8290,215,21,0,0,0,313,268.5,294,54.53,0.00,91.10,72.81
2344,186568000559,PUERTO ASÍS,PUTUMAYO,IE CIUDAD DE ASIS,Oficial,A,97,97,1171,296,37,7.672.668.457,7.358.456.612,5.453.701.496,323,303,303,61.25,68.28,88.89,72.81
2345,354001000477,CÚCUTA,NORTE DE SANTANDER,COL JUVENTUDES UNIDAS LTDA,Privado,A,14,14,3328,264,48,7.517.923.832,7.397.961.617,0,286.5,330,304,59.23,74.58,84.62,72.81
2346,311001089655,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC SIGLO XXI,Privado,A,16,15,1449,290,37,4.557.139.397,7.688.475.132,0,338.5,363,392.5,69.20,61.23,87.98,72.80
2347,108001013811,BARRANQUILLA,ATLANTICO,INST. EDUC. TEC. DIST. HELENA DE CHAUVIN,Oficial,A,66,66,4228,255,35,7.447.053.432,7.216.219.902,6.898.759.842,329,305.5,282,58.58,71.87,87.93,72.79
2348,373483000724,NATAGAIMA,TOLIMA,COL  ALFONSO REYES ECHANDIA,Privado,A,12,12,1153,297,43,7.756.559.372,5.865.289.688,0,332,0,0,62.90,68.11,87.35,72.79
2349,108001003513,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. SANTA BERNARDITA (ANT. #104),Oficial,A,69,67,1466,290,43,7.456.063.747,4.374.855.518,7.750.506.401,349,354,334.5,66.38,65.27,86.71,72.79
2350,168276000151,FLORIDABLANCA,SANTANDER,INST JOSE ANTONIO GALAN,Oficial,A,69,66,2143,277,40,7.627.157.688,710.010.767,5.732.759.953,345,329,315.5,63.33,68.20,86.83,72.79
2351,154347000016,HERRÁN,NORTE DE SANTANDER,INSTITUCION EDUCATIVA COLEGIO PERPETUO SOCORRO,Oficial,A,21,20,2808,268,31,4.371.671.677,7.314.190.388,7.242.772.579,346.5,376.5,331,66.10,63.10,89.14,72.78
2352,105615000627,RIONEGRO,ANTIOQUIA,I. E. TECNICO INDUSTRIAL SANTIAGO DE ARMA,Oficial,A,164,164,812,308,39,7.761.165.619,7.357.022.285,4.012.881.756,373.5,321,313.5,65.80,63.77,88.76,72.78
2353,363001000221,ARMENIA,QUINDIO,JORGE ISAAC,Privado,A,60,60,1263,294,39,7.648.783.684,59.174.366,6.185.150.623,337.5,327,325.5,64.20,65.84,88.29,72.78
2354,311001001553,BOGOTÁ D.C.,BOGOTÁ D.C.,COL HERMANOS BELTRAN,Privado,A,32,32,2862,268,42,7.496.151.447,7.496.926.308,5.944.347.382,322.5,318,333,62.08,69.79,86.45,72.77
2355,152001000718,PASTO,NARIÑO,I.E.M. SAN JOSE BETHLEMITAS,Oficial,A,58,55,1704,285,42,7.873.806,5.741.130.829,6.979.825.974,336.5,316,326,63.18,68.65,86.49,72.77
2356,311001109206,BOGOTÁ D.C.,BOGOTÁ D.C.,LICEO SAN RAFAEL DE ALICANTE,Privado,A,39,39,3098,266,48,7.539.579.391,5.869.945.526,7.776.740.551,317.5,335.5,340.5,62.98,70.62,84.71,72.77
2357,115001002602,TUNJA,BOYACA,INSTITUCION EDUCATIVA ANTONIO JOSE SANDOVAL GOMEZ DE TUNJA,Oficial,A,66,66,2426,273,41,7.403.823.853,7.309.468.269,6.050.040.722,336.5,319,314.5,62.15,69.21,86.94,72.77
2358,241006000417,ACEVEDO,HUILA,IE MARTICAS,Oficial,A,28,26,6354,237,25,0,7.305.046.558,601.966.095,320.5,335,345.5,61.90,66.62,89.78,72.77
2359,225040000625,ANOLAIMA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL JOSE HUGO ENCISO,Oficial,A,18,18,5692,243,34,7.067.263.603,6.545.277.596,6.577.054.977,308.5,349.5,364.5,63.28,67.30,87.73,72.77
2360,376563000562,PRADERA,VALLE,COL PARROQUIAL MARIA INMACULADA,Privado,A,14,13,4083,257,47,0,0,0,315.5,327.5,341.5,62.08,0.00,83.44,72.76
2361,183001001580,FLORENCIA,CAQUETA,SAGRADOS CORAZONES,Oficial,A,93,89,1811,282,32,7.691.361.427,7.522.515.297,4.965.772.629,342.5,312.5,295,61.60,67.27,89.37,72.75
2362,311001009007,BOGOTÁ D.C.,BOGOTÁ D.C.,COL PARROQ DE NSTRA SEÑORA,Privado,A,30,29,972,302,35,7.736.021.996,4.239.703.655,6.800.255.775,339,334.5,352,66.38,62.59,89.27,72.74
2363,215238001141,DUITAMA,BOYACA,COLEGIO TECNICO MUNICIPAL FRANCISCO DE PAULA SANTANDER,Oficial,A,58,53,2057,278,37,7.338.098.526,5.667.846.203,7.524.290.085,309,325,339,62.55,68.43,87.24,72.74
2364,317001001209,MANIZALES,CALDAS,COL. EUGENIA RAVASCO,Privado,A,53,53,1374,292,48,7.657.544.613,767.471.838,5.102.264.881,344,324.5,324,64.23,68.12,85.88,72.74
2365,425126047879,CAJICÁ,CUNDINAMARCA,COL SAN ISIDRO LABRADOR,Privado,A,15,14,1659,286,47,8.069.291.115,7.346.775.055,5.981.714.249,320,336,297,61.95,71.33,84.94,72.74
2366,150001001363,VILLAVICENCIO,META,IE COL MIGUEL ANGEL MARTIN,Oficial,A,63,63,2864,268,42,7.549.575.806,6.769.106.865,686.367.178,312,323,320,61.15,70.61,86.45,72.74
2367,241001001890,NEIVA,HUILA,CHAPINERO,Oficial,A,10,10,7280,228,28,4.273.755.074,7.920.312.405,7.327.237.606,368,320.5,365,64.08,65.07,89.06,72.74
2368,111848002662,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO USAQUEN (IED),Oficial,A,159,150,1956,280,42,7.517.557.144,7.413.691.044,5.949.241.638,330.5,314.5,322.5,62.38,69.60,86.22,72.73
2369,376109014281,BUENAVENTURA,VALLE,COLEGIO  SAN  SEBASTI AN  MICOLTA,Privado,A,4,4,6483,236,30,0,0,0,294.5,315.5,288.5,56.73,0.00,88.72,72.72
2370,152418000133,LOS ANDES,NARIÑO,INSTITUCION EDUCATIVA TECNICO SAN JUAN BAUTISTA,Oficial,A,110,106,4277,255,39,7.721.720.695,7.260.577.679,6.628.211.975,318,0,325,59.87,72.04,86.25,72.72
2371,525843000017,VILLA DE SAN DIEGO DE UBATÉ,CUNDINAMARCA,INSTITUCIÒN EDUCATIVA DEPARTAMENTAL BRUSELAS,Oficial,A,21,17,4246,255,36,6.927.262.306,7.120.387.554,753.865.099,307.5,331,325,60.93,71.95,85.27,72.72
2372,363001003491,ARMENIA,QUINDIO,FUNDACION COLEGIO CRISTIANO SHALOM,Privado,A,8,8,2611,270,29,4.902.411.938,7.350.680.351,0,356.5,345,360,66.58,61.27,90.30,72.71
2373,119001000265,POPAYÁN,CAUCA,TECNICO INDUSTRIAL,Oficial,A,144,144,1598,287,43,7.593.078.136,7.442.363.739,5.083.602.428,330.5,335,329.5,64.10,67.06,86.97,72.71
2374,311001044783,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC PSICOPEDAG TIBABITA,Privado,A,21,21,4764,251,40,7.525.717.735,6.177.776.814,6.756.618.977,330.5,353,339,63.68,68.20,86.25,72.71
2375,111001014630,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO FRANCISCO DE PAULA SANTANDER (IED),Oficial,A,133,125,3140,265,39,7.462.265.968,7.447.070.122,6.621.856.689,318,309,307,59.95,71.77,86.40,72.71
2376,368001007045,BUCARAMANGA,SANTANDER,COLEGIO GIMNASIO ALDEBARÁN,Privado,A,4,4,3769,260,54,0,0,0,354.5,268,369.5,62.60,0.00,82.80,72.70
2377,366170001251,DOSQUEBRADAS,RISARALDA,INSTITUTO TECNOLOGICO DOSQUEBRADAS,Privado,A,38,38,1958,280,44,7.501.745.224,7.443.041.801,570.434.618,342.5,318,316.5,62.85,68.83,86.42,72.70
2378,166687000248,SANTUARIO,RISARALDA,IE MARIA AUXILIADORA,Oficial,A,61,59,3388,263,40,7.584.276.199,7.355.638.981,5.357.125.282,338.5,336,344,64.08,67.66,86.37,72.70
2379,305045000988,APARTADÓ,ANTIOQUIA,CORPORACIÓN COLEGIO AMERICANO DE APARTADÓ,Privado,A,24,23,1993,279,37,7.708.084.106,7.545.477.867,5.945.538.998,303.5,310.5,299.5,59.63,70.66,87.80,72.70
2380,205400000213,LA UNIÓN,ANTIOQUIA,I. E. MARCO EMILIO LOPEZ GALLEGO,Oficial,A,16,16,4945,249,26,7.098.549.366,6.367.045.403,6.817.176.342,307.5,312,330,59.93,67.61,90.55,72.69
2381,223419000042,LOS CÓRDOBAS,CORDOBA,C.E.LAS TINAS,Oficial,A,12,12,5822,242,38,0,0,0,328,307.5,301.5,58.95,0.00,86.43,72.69
2382,168001004580,BUCARAMANGA,SANTANDER,I E PILOTO SIMON BOLIVAR,Oficial,A,58,56,2016,279,41,7.482.498.646,6.609.172.344,6.491.490.364,321,348,306,62.70,68.61,86.75,72.69
2383,166001000913,PEREIRA,RISARALDA,IE RAFAEL URIBE URIBE,Oficial,A,64,64,3877,258,31,724.795.723,5.955.750.465,6.816.164.017,316.5,343.5,322.5,62.03,66.73,89.27,72.68
2384,354001012351,CÚCUTA,NORTE DE SANTANDER,INSTITUCION EDUCATIVA FRANCELENA NAVA CORREA,Privado,A,18,18,2878,268,44,4.323.601.723,7.534.554.482,7.923.610.687,356,348,351.5,66.18,65.94,85.90,72.67
2385,225123000201,CACHIPAY,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL INSTITUTO AGRICOLA,Oficial,A,26,26,5916,241,34,7.513.316.154,5.600.775.719,7.412.038.326,301.5,341.5,355,61.95,68.42,87.64,72.67
2386,376001013173,CALI,VALLE,COL ACAD EL POBLADO,Privado,A,35,35,2492,272,39,7.558.801.651,5.662.960.529,7.092.047.215,323,319.5,342,62.83,67.71,87.46,72.67
2387,105001000132,MEDELLÍN,ANTIOQUIA,INST EDUC JOSE MARIA BERNAL,Oficial,A,67,65,1608,287,47,7.475.126.743,71.734.128,6.290.018.559,342.5,298,326,62.68,69.80,85.51,72.66
2388,111001014974,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO FRANCISCO DE MIRANDA (IED),Oficial,A,139,139,3128,265,38,750.891.304,728.136.158,6.918.758.392,308,299.5,290.5,58.15,72.36,87.46,72.66
2389,311769000386,BOGOTÁ D.C.,BOGOTÁ D.C.,INST. SIKUANI - CIUDAD JARDÍN NORTE,Privado,A,42,42,2445,273,45,7.640.179.634,7.469.312.668,5.462.054.253,333.5,327.5,337,63.55,68.57,85.85,72.66
2390,311001108927,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO MILITAR ANTONIA SANTOS,Privado,A,22,22,4513,253,40,7.384.517.193,7.189.268.112,0,296,323,303,58.75,72.87,86.35,72.66
2391,111001098922,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO COLSUBSIDIO LAS MERCEDES (IED),Oficial,A,135,135,2219,276,42,7.634.463.787,7.517.339.706,5.849.757.671,326,314.5,306.5,61.15,70.01,86.79,72.65
2392,376001008544,CALI,VALLE,COLEGIO LOS ANDES,Privado,B,80,73,1487,289,35,4.681.506.157,7.477.516.174,6.841.117.859,348.5,340,349.5,66.35,63.33,88.25,72.65
2393,252258000233,EL TABLÓN DE GÓMEZ,NARIÑO,INSTITUCION  EDUCATIVA  LAS MESAS  INSEM,Oficial,A,60,59,2455,273,48,7.349.624.634,735.457.468,6.674.421.787,325,311,328.5,61.88,71.26,84.80,72.64
2394,376834001390,TULUÁ,VALLE,INSTITUTO MARIA AUXILIADORA,Privado,A,30,28,1565,288,47,7.477.096.558,7.537.979.126,5.305.335.999,334.5,362,318.5,65.15,67.73,85.03,72.64
2395,115537000025,PAZ DE RÍO,BOYACA,IE TEC INDUSTRIAL Y MINERA,Oficial,A,49,46,3210,264,32,7.600.800.991,7.232.018.471,5.922.838.688,319,321,300,60.20,69.19,88.53,72.64
2396,411001800116,BOGOTÁ D.C.,BOGOTÁ D.C.,ACADEMIA MILITAR MARISCAL SUCRE,Privado,A,80,79,1860,281,34,0,0,0,0,0,0,56.20,0.00,89.07,72.64
2397,376001021478,CALI,VALLE,COLEGIO BILINGUE WASHINGTON,Privado,B,5,3,573,317,42,0,0,0,299.5,0,0,61.65,0.00,83.62,72.64
2398,215176000101,CHIQUINQUIRÁ,BOYACA,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,Oficial,A,164,162,1679,285,36,766.330.862,6.047.617.912,5.957.900.047,330.5,334.5,323.5,63.68,65.56,88.65,72.63
2399,376001030965,CALI,VALLE,LICEO PIGMALION,Privado,A,14,14,3696,260,39,7.605.792.999,5.806.945.324,6.799.945.831,329,332,350,63.55,67.38,86.96,72.63
2400,268770000010,SUAITA,SANTANDER,IINSTITUTO INTEGRADO DE ENSE¿ANZA MEDIA COMERCIAL SAN JOSE,Oficial,A,26,26,3693,260,39,7.530.590.057,5.971.492.767,7.093.042.374,341,311.5,333,62.28,68.65,86.96,72.63
2401,311001076685,BOGOTÁ D.C.,BOGOTÁ D.C.,INST LEONARD EULER,Privado,A,13,11,2326,274,34,7.614.155.293,568.458.271,0,310.5,337,361,64.13,66.49,87.26,72.63
2402,441001004839,NEIVA,HUILA,MARIA AUXILIADORA FORTALECILLAS,Oficial,A,22,22,694,312,40,7.508.867.264,7.156.581.879,5.483.023.643,336,308,285.5,62.08,67.16,88.64,72.62
